"tanggal","waktu","lat","lon","kdlm.KM","mag.SR","typemag","smaj","smin","az","rms","cphase","region"
"1/1/2018","00:43:05 UTC",-11.65,117.61,10,4.2,"MLv",7.912,2.807,233,0.581,14,"South of Sumbawa, Indonesia"
"1/1/2018","00:52:32 UTC",-0.33,123.73,112,5.1,"MLv",10.316,0.932,54,0.904,39,"Minahassa Peninsula, Sulawesi"
"1/1/2018","02:47:53 UTC",-1.4,120.47,10,2.4,"MLv",3.22,1.196,137,0.682,5,"Sulawesi, Indonesia"
"1/1/2018","03:03:26 UTC",-9.42,117.9,24,2.4,"MLv",1.206,0.596,279,0.122,6,"Sumbawa Region, Indonesia"
"1/1/2018","03:07:09 UTC",1.42,122.04,17,1.9,"MLv",1.299,0.533,232,0.027,5,"Minahassa Peninsula, Sulawesi"
"1/1/2018","03:24:53 UTC",-6.11,130.34,157,4.3,"MLv",12.765,1.636,99,1.319,12,"Banda Sea"
"1/1/2018","03:32:13 UTC",-3.24,128.84,10,3.5,"MLv",7.167,0.448,95,1.074,15,"Seram, Indonesia"
"1/1/2018","04:30:53 UTC",-0.24,123.07,63,2.3,"MLv",2.656,0.853,212,0.162,7,"Minahassa Peninsula, Sulawesi"
"1/1/2018","04:59:02 UTC",2.31,97.06,59,2.9,"MLv",2.531,0.744,125,0.209,6,"Northern Sumatra, Indonesia"
"1/1/2018","05:22:39 UTC",0.19,121.95,155,2.4,"MLv",2.062,0.289,128,0.514,11,"Minahassa Peninsula, Sulawesi"
"1/1/2018","06:22:42 UTC",-6.46,101.7,10,4.9,"mb",26.054,1.245,193,1.042,41,"Southwest of Sumatra, Indonesia"
"1/1/2018","07:26:01 UTC",-4.41,102.14,43,4.8,"mb",43.421,0.658,136,1.706,70,"Southern Sumatra, Indonesia"
"1/1/2018","07:31:59 UTC",-0.23,122.94,12,2.7,"MLv",1.339,0.827,196,0.581,8,"Minahassa Peninsula, Sulawesi"
"1/1/2018","07:48:02 UTC",0.59,122.34,61,1.7,"MLv",1.641,0.402,183,0.334,8,"Minahassa Peninsula, Sulawesi"
"1/1/2018","09:03:09 UTC",-0.72,131.12,17,2.5,"MLv",4.736,0.198,181,0.067,6,"Irian Jaya Region, Indonesia"
"1/1/2018","09:04:33 UTC",-0.28,125.35,10,4,"MLv",7.395,1.609,78,0.531,19,"Southern Molucca Sea"
"1/1/2018","09:17:57 UTC",-3.51,119.1,22,2.5,"MLv",6.579,0.183,75,0.018,6,"Sulawesi, Indonesia"
"1/1/2018","10:40:23 UTC",-6.9,106.83,10,3.3,"MLv",6.76,0.226,57,0.538,17,"Java, Indonesia"
"1/1/2018","15:55:23 UTC",-9.48,118.11,22,3.1,"MLv",4.98,0.723,205,0.168,7,"Sumbawa Region, Indonesia"
"1/1/2018","16:05:54 UTC",-7.66,119.28,19,3.5,"MLv",5.351,1.27,79,0.485,17,"Flores Sea"
"1/1/2018","16:16:02 UTC",-9.82,124.25,10,3.1,"MLv",7.386,0.071,140,0.903,11,"Timor Region"
"1/1/2018","16:25:36 UTC",-7.96,116.84,288,4.5,"mb",16.146,0.77,69,0.898,51,"Bali Sea"
"1/1/2018","16:32:38 UTC",-8.49,121.3,181,4.5,"MLv",10.211,0.466,62,0.939,39,"Flores Region, Indonesia"
"1/1/2018","17:38:34 UTC",0.27,121.83,170,2.6,"MLv",2.171,0.23,128,0.505,11,"Minahassa Peninsula, Sulawesi"
"1/1/2018","17:46:54 UTC",1.01,132.52,10,3.3,"MLv",6.08,2.202,292,0.949,8,"Irian Jaya Region, Indonesia"
"1/1/2018","18:32:23 UTC",-8.3,123.53,10,2.9,"MLv",2.949,0.529,134,0.912,7,"Flores Region, Indonesia"
"1/1/2018","22:28:09 UTC",-0.2,125.41,10,3.3,"MLv",5.085,1.623,87,0.806,11,"Southern Molucca Sea"
"1/1/2018","22:48:12 UTC",-0.01,122.55,158,2.4,"MLv",2.674,0.78,110,1.031,8,"Minahassa Peninsula, Sulawesi"
"1/2/2018","01:40:50 UTC",-9.62,115.48,17,3.1,"MLv",5.182,0.863,198,0.36,11,"South of Bali, Indonesia"
"1/2/2018","01:47:44 UTC",-7.31,128.29,196,4.1,"MLv",10.52,3.056,129,0.827,9,"Banda Sea"
"1/2/2018","02:16:18 UTC",-38.78,46.48,10,5.2,"Mw",91.014,19.273,74,0.883,54,"Southwest Indian Ridge"
"1/2/2018","02:21:29 UTC",-8.29,119.99,172,3.9,"MLv",11.849,1.673,93,0.543,20,"Flores Region, Indonesia"
"1/2/2018","02:27:03 UTC",4.56,124.45,10,3.5,"MLv",5.02,1.381,237,0.368,6,"Celebes Sea"
"1/2/2018","03:52:52 UTC",-9.98,124.96,18,3,"MLv",6.686,0.72,172,0.294,7,"Timor Region"
"1/2/2018","04:24:19 UTC",41.49,23.26,10,4.9,"mb",73.377,15.128,153,1.375,22,"Greece Bulgaria Border Region"
"1/2/2018","05:16:58 UTC",-18.59,-175.1,274,5.1,"mb",79.177,4.927,167,0.781,47,"Tonga Islands"
"1/2/2018","06:09:48 UTC",-33.45,116.5,10,3,"MLv",4.382,0.808,194,0.436,7,"Western Australia"
"1/2/2018","06:46:05 UTC",0.29,122.48,12,2.8,"MLv",1.882,0.607,128,0.831,7,"Minahassa Peninsula, Sulawesi"
"1/2/2018","07:11:56 UTC",1.4,99.7,185,4.3,"MLv",6.579,0.271,97,0.734,18,"Northern Sumatra, Indonesia"
"1/2/2018","08:10:01 UTC",-18.79,169.33,271,4.9,"mb",61.079,13.002,260,0.555,48,"Vanuatu Islands"
"1/2/2018","09:50:56 UTC",-9.32,122.43,14,2.8,"MLv",5.507,0.701,102,0.403,15,"Savu Sea"
"1/2/2018","09:53:01 UTC",3.72,126.58,12,3.7,"MLv",3.474,0.298,148,0.168,7,"Talaud Islands, Indonesia"
"1/2/2018","11:54:33 UTC",-6.52,129.86,172,4.2,"mb",18.221,1.989,54,0.551,31,"Banda Sea"
"1/2/2018","12:04:07 UTC",6.16,126.81,97,4.7,"mb",60.138,1.523,181,0.876,55,"Mindanao, Philippines"
"1/2/2018","12:55:17 UTC",6.44,126.97,97,4.9,"mb",84.927,1.515,183,0.727,35,"Mindanao, Philippines"
"1/2/2018","13:23:45 UTC",-8.74,118.35,92,2.9,"MLv",3.675,0.244,131,0.55,13,"Sumbawa Region, Indonesia"
"1/2/2018","13:44:38 UTC",-8.68,118.36,106,3.3,"MLv",5.926,0.186,123,0.4,16,"Sumbawa Region, Indonesia"
"1/2/2018","14:40:31 UTC",2.34,98.93,129,3.4,"MLv",3.578,0.318,122,0.451,18,"Northern Sumatra, Indonesia"
"1/2/2018","14:57:19 UTC",-24.7,178.42,583,5.9,"Mw",147.216,10.305,115,1.043,189,"South of Fiji Islands"
"1/2/2018","15:33:09 UTC",-8.29,115.5,11,2.4,"MLv",2.316,0.346,159,0.19,8,"Bali Region, Indonesia"
"1/2/2018","17:33:07 UTC",-2.93,127.78,28,3.7,"MLv",6.075,0.728,60,0.437,20,"Ceram Sea"
"1/2/2018","17:47:11 UTC",-0.02,123.52,120,4.5,"mb",30.534,0.75,78,0.927,40,"Minahassa Peninsula, Sulawesi"
"1/2/2018","20:30:51 UTC",0.74,120.3,12,3,"MLv",3.789,0.566,187,0.538,16,"Minahassa Peninsula, Sulawesi"
"1/2/2018","20:47:28 UTC",-0.15,123.55,12,2.5,"MLv",3.078,0.841,94,0.418,13,"Minahassa Peninsula, Sulawesi"
"1/2/2018","20:47:43 UTC",6.97,92.02,34,5,"mb",27.54,4.715,125,0.916,32,"Nicobar Islands, India Region"
"1/2/2018","20:58:33 UTC",-7.02,107.77,295,2.7,"MLv",3.982,0.252,144,0.283,12,"Java, Indonesia"
"1/2/2018","21:14:16 UTC",-7.62,128.39,10,4.3,"mb",16.831,2.904,74,1.026,26,"Banda Sea"
"1/2/2018","23:16:13 UTC",38.93,72.39,158,4.5,"mb",26.375,4.037,84,0.87,10,"Tajikistan"
"1/2/2018","23:24:27 UTC",-5.27,104.51,82,3.1,"MLv",2.229,0.253,152,0.352,11,"Southern Sumatra, Indonesia"
"1/2/2018","23:35:04 UTC",-3.02,127.74,57,3.1,"MLv",4.122,0.673,105,0.78,10,"Seram, Indonesia"
"1/3/2018","00:40:34 UTC",-11.59,117.64,10,4.3,"MLv",11.551,2.748,101,0.641,20,"South of Sumbawa, Indonesia"
"1/3/2018","00:44:31 UTC",2.88,124.36,338,3.6,"MLv",5.155,1.666,180,0.81,7,"Celebes Sea"
"1/3/2018","01:15:09 UTC",-7.47,106.66,36,2.8,"MLv",3.15,0.478,113,0.409,7,"Java, Indonesia"
"1/3/2018","01:38:34 UTC",2.36,127.24,16,3.8,"MLv",6.574,1.581,147,0.202,12,"Northern Molucca Sea"
"1/3/2018","01:58:40 UTC",-9.96,116.59,10,3.6,"MLv",11.938,1.249,168,0.839,12,"Sumbawa Region, Indonesia"
"1/3/2018","02:36:08 UTC",-0.72,131.45,14,2.8,"MLv",3.949,0.237,224,0.008,6,"Irian Jaya Region, Indonesia"
"1/3/2018","02:48:00 UTC",-3.22,128.16,14,3.2,"MLv",3.857,0.25,134,0.004,5,"Seram, Indonesia"
"1/3/2018","03:31:32 UTC",-8.88,124,12,2.6,"MLv",2.282,0.882,110,0.286,7,"Flores Region, Indonesia"
"1/3/2018","03:37:10 UTC",1.45,124.61,29,3.6,"MLv",7.42,0.344,140,0.664,9,"Minahassa Peninsula, Sulawesi"
"1/3/2018","03:45:44 UTC",0.34,121.88,188,2.5,"MLv",4.827,0.153,79,0.247,9,"Minahassa Peninsula, Sulawesi"
"1/3/2018","03:49:07 UTC",-7.36,106.84,110,3.3,"MLv",4.9,0.292,119,0.474,14,"Java, Indonesia"
"1/3/2018","03:52:39 UTC",-8.22,110.61,26,3.2,"MLv",4.167,0.317,187,0.165,9,"Java, Indonesia"
"1/3/2018","04:22:24 UTC",-7.9,119.27,139,3.4,"MLv",7.143,1.12,90,0.607,8,"Flores Sea"
"1/3/2018","04:25:52 UTC",-9.39,118.64,19,2.6,"MLv",3.083,0.941,177,0.187,6,"Sumbawa Region, Indonesia"
"1/3/2018","05:16:19 UTC",-8.89,116.87,10,3.6,"MLv",4.793,0.152,162,0.36,10,"Sumbawa Region, Indonesia"
"1/3/2018","06:14:09 UTC",-8.88,116.89,10,2.3,"MLv",1.725,0.145,186,0.116,4,"Sumbawa Region, Indonesia"
"1/3/2018","06:42:46 UTC",-19.88,-177.98,598,5.3,"mb",90.051,7.638,136,0.681,127,"Fiji Islands Region"
"1/3/2018","09:39:19 UTC",4.49,127,10,4.5,"mb",20.116,0.583,195,1.031,21,"Talaud Islands, Indonesia"
"1/3/2018","10:23:31 UTC",1.15,121.77,13,1.9,"MLv",1.167,0.617,197,0.408,8,"Minahassa Peninsula, Sulawesi"
"1/3/2018","10:36:12 UTC",-9.37,115.32,33,2.7,"MLv",2.48,0.572,230,0.471,7,"South of Bali, Indonesia"
"1/3/2018","10:56:32 UTC",-8.73,110.27,27,3.2,"MLv",3.413,0.856,238,0.662,10,"Java, Indonesia"
"1/3/2018","11:13:00 UTC",-7.84,118.97,22,3.4,"MLv",4.808,0.924,93,0.522,13,"Flores Sea"
"1/3/2018","11:44:29 UTC",0.26,122.48,10,2.1,"MLv",1.896,0.58,129,0.316,7,"Minahassa Peninsula, Sulawesi"
"1/3/2018","11:46:20 UTC",-22.06,-179.49,594,5,"Mw(mB)",89.474,9.434,111,0.922,101,"South of Fiji Islands"
"1/3/2018","12:21:33 UTC",11.95,143.95,41,4.9,"mb",93.661,1.853,134,1.455,35,"South of Mariana Islands"
"1/3/2018","13:12:48 UTC",3.93,126.64,10,3.9,"MLv",6.492,0.08,121,0.903,13,"Talaud Islands, Indonesia"
"1/3/2018","13:38:39 UTC",13.43,-88.74,77,5.4,"mb",150.957,32.22,235,1.082,38,"El Salvador"
"1/3/2018","14:12:44 UTC",-11.31,117.97,10,3.2,"MLv",11.355,2.475,173,1.838,11,"South of Sumbawa, Indonesia"
"1/3/2018","14:46:15 UTC",-5.69,103.45,41,4.2,"Mw",55.525,0.901,130,1.173,76,"Southern Sumatra, Indonesia"
"1/3/2018","14:59:12 UTC",-2.39,121.06,10,2.9,"MLv",3.618,0.227,146,1.416,13,"Sulawesi, Indonesia"
"1/3/2018","15:40:55 UTC",-5.93,104.67,41,3.2,"MLv",3.332,0.435,159,0.506,8,"Southern Sumatra, Indonesia"
"1/3/2018","16:04:57 UTC",25.21,125.52,121,4.1,"MLv",6.525,0.439,301,0.483,6,"Southwestern Ryukyu Islands, Japan"
"1/3/2018","16:28:31 UTC",-6.35,128.11,255,3.5,"mb",11.923,2.546,111,0.917,13,"Banda Sea"
"1/3/2018","17:41:02 UTC",-10.36,109.91,21,4.4,"mb",20.938,2.505,106,1.231,40,"South of Java, Indonesia"
"1/3/2018","18:40:33 UTC",0.38,121.74,90,2.4,"MLv",3.018,0.221,125,0.634,10,"Minahassa Peninsula, Sulawesi"
"1/3/2018","21:15:12 UTC",-0.1,124.58,23,4.1,"MLv",8.181,0.894,87,1.037,23,"Southern Molucca Sea"
"1/3/2018","21:30:22 UTC",29.93,141.17,41,5.3,"mb",67.268,2.959,208,1.827,70,"Southeast of Honshu, Japan"
"1/3/2018","22:41:43 UTC",3.73,126.7,29,4.3,"MLv",8.517,0.275,140,0.958,23,"Talaud Islands, Indonesia"
"1/3/2018","23:33:26 UTC",-3.45,135.46,83,4.5,"MLv",16.976,1.033,174,0.933,13,"Irian Jaya Region, Indonesia"
"1/4/2018","00:15:03 UTC",5.44,128.65,122,4.3,"mb",8.954,2.433,278,0.632,7,"East of Philippine Islands"
"1/4/2018","00:21:24 UTC",1.16,125.47,40,3.6,"MLv",3.475,0.566,208,0.551,8,"Northern Molucca Sea"
"1/4/2018","00:34:31 UTC",2,121.14,43,4.8,"MLv",7.91,0.955,120,1.306,18,"Celebes Sea"
"1/4/2018","00:44:36 UTC",-9.51,113.46,10,3.5,"MLv",6.375,1.238,203,0.532,11,"South of Java, Indonesia"
"1/4/2018","02:44:58 UTC",53.29,159.84,70,5.5,"mb",145.656,33.305,114,0.79,87,"Near East Coast of Kamchatka"
"1/4/2018","02:52:56 UTC",-9.35,113.5,30,3.9,"MLv",14.641,1.087,107,0.637,24,"South of Java, Indonesia"
"1/4/2018","03:04:40 UTC",-8.23,120.03,158,3.3,"MLv",5.818,1.534,87,0.502,13,"Flores Region, Indonesia"
"1/4/2018","06:15:04 UTC",-3.02,102.99,219,4.3,"MLv",7.304,0.961,56,0.527,24,"Southern Sumatra, Indonesia"
"1/4/2018","06:44:17 UTC",-2.69,119.16,10,2.6,"MLv",3.092,0.252,71,0.544,12,"Sulawesi, Indonesia"
"1/4/2018","06:55:26 UTC",-9.39,117.19,27,3.4,"MLv",6.018,0.719,180,0.842,19,"Sumbawa Region, Indonesia"
"1/4/2018","08:29:25 UTC",0.97,127.12,45,4.2,"MLv",9.375,0.318,119,0.739,18,"Halmahera, Indonesia"
"1/4/2018","08:43:16 UTC",1.58,122.94,16,3.1,"MLv",4.502,0.821,153,0.447,12,"Minahassa Peninsula, Sulawesi"
"1/4/2018","09:55:39 UTC",-2.76,129.51,99,3.2,"MLv",8.059,1.038,92,0.376,10,"Seram, Indonesia"
"1/4/2018","10:39:22 UTC",-5.96,102.46,49,4.9,"MLv",15.451,0.635,177,0.969,26,"Southern Sumatra, Indonesia"
"1/4/2018","10:46:12 UTC",42.71,19.87,10,5,"mb",71.148,14.424,230,1.264,15,"NW Balkan Region"
"1/4/2018","11:10:15 UTC",-8.79,117,23,2.2,"MLv",1.838,0.13,176,0.279,7,"Sumbawa Region, Indonesia"
"1/4/2018","13:26:33 UTC",-8.84,123.01,120,4.5,"MLv",12.644,0.566,30,1.092,30,"Flores Region, Indonesia"
"1/4/2018","14:38:48 UTC",-9.86,124.19,10,2.9,"MLv",5.959,1.746,241,0.282,6,"Timor Region"
"1/4/2018","14:59:43 UTC",-8.79,116.91,145,3.6,"MLv",7.324,0.057,167,0.523,16,"Sumbawa Region, Indonesia"
"1/4/2018","15:54:06 UTC",-1.22,101.02,153,4.7,"MLv",21.937,0.635,80,1.319,32,"Southern Sumatra, Indonesia"
"1/4/2018","16:32:42 UTC",-7.35,120.36,561,4,"MLv",19.256,1.916,84,0.612,23,"Flores Sea"
"1/4/2018","16:45:30 UTC",3.7,126.69,15,4,"MLv",7.756,0.309,138,0.464,15,"Talaud Islands, Indonesia"
"1/4/2018","17:31:04 UTC",-6.51,130.07,129,4.4,"MLv",12.303,1.907,88,1.033,16,"Banda Sea"
"1/4/2018","18:08:31 UTC",-6.65,104.91,26,3.3,"MLv",5.685,0.776,127,0.591,12,"Sunda Strait, Indonesia"
"1/4/2018","18:08:59 UTC",-9.53,118.04,24,3.5,"MLv",11.304,0.748,207,0.493,12,"Sumbawa Region, Indonesia"
"1/4/2018","18:31:44 UTC",-4.3,126.11,322,3.8,"MLv",13.717,1.448,143,1,16,"Banda Sea"
"1/4/2018","19:55:08 UTC",-8.65,124.47,10,2.9,"MLv",7.761,0.512,110,0.893,8,"Timor Region"
"1/4/2018","19:57:34 UTC",6.56,95.44,208,5.2,"mb",48.515,2.001,106,1.375,81,"Nicobar Islands, India Region"
"1/4/2018","20:28:24 UTC",-0.43,123.09,65,2.4,"MLv",3.041,0.686,218,1.06,9,"Minahassa Peninsula, Sulawesi"
"1/4/2018","20:43:48 UTC",-9.91,118.89,10,3.2,"MLv",4.72,1.509,200,1.774,9,"Sumbawa Region, Indonesia"
"1/4/2018","20:59:48 UTC",-8.39,121.35,14,3.2,"MLv",4.432,0.49,108,0.748,13,"Flores Region, Indonesia"
"1/4/2018","23:14:44 UTC",0.05,97.99,47,4.1,"MLv",6.863,0.308,181,1.607,13,"Northern Sumatra, Indonesia"
"1/4/2018","23:26:59 UTC",-0.19,97.71,18,3.8,"MLv",2.932,0.584,255,0.73,8,"Southwest of Sumatra, Indonesia"
"1/4/2018","23:45:04 UTC",-9.73,118.58,14,3.6,"MLv",4.64,1.196,182,0.611,8,"Sumbawa Region, Indonesia"
"1/4/2018","23:50:07 UTC",0.11,122.54,10,2.2,"MLv",2.019,0.7,141,1.071,6,"Minahassa Peninsula, Sulawesi"
"1/5/2018","00:37:37 UTC",4.24,126.7,39,4.4,"MLv",8.892,0.233,253,0.748,12,"Talaud Islands, Indonesia"
"1/5/2018","00:41:45 UTC",0.66,120.61,27,2.5,"MLv",3.18,0.48,135,0.243,6,"Minahassa Peninsula, Sulawesi"
"1/5/2018","01:20:13 UTC",-7.61,119.32,271,3.8,"MLv",12.728,1.336,103,0.784,16,"Flores Sea"
"1/5/2018","02:47:37 UTC",-1.2,120.41,10,4.2,"MLv",7.116,1.402,116,1.273,18,"Sulawesi, Indonesia"
"1/5/2018","02:58:56 UTC",0.17,119.99,10,2.8,"MLv",4.012,0.187,135,0.804,8,"Minahassa Peninsula, Sulawesi"
"1/5/2018","04:20:14 UTC",-0.88,121.79,10,2.5,"MLv",2.248,0.994,110,0.879,8,"Minahassa Peninsula, Sulawesi"
"1/5/2018","04:26:11 UTC",0.86,121.49,10,1.7,"MLv",1.678,0.752,158,0.556,7,"Minahassa Peninsula, Sulawesi"
"1/5/2018","04:35:24 UTC",-9.21,116.37,54,2.7,"MLv",5.273,0.691,203,0.67,11,"Sumbawa Region, Indonesia"
"1/5/2018","05:33:25 UTC",-10.01,114.1,13,4,"MLv",7.589,1.526,210,0.491,13,"South of Bali, Indonesia"
"1/5/2018","05:54:38 UTC",-1.27,119.96,10,2.6,"MLv",3.287,1.558,141,0.428,8,"Sulawesi, Indonesia"
"1/5/2018","06:23:05 UTC",-35.82,148.14,25,3.4,"MLv",10.428,1.12,83,1.027,12,"New South Wales, Australia"
"1/5/2018","07:37:39 UTC",-5.6,153.59,23,4.5,"mb",59.041,1.995,101,1.418,18,"New Ireland Region, P.N.G."
"1/5/2018","07:56:03 UTC",6.38,126.7,102,5,"mb",24.343,1.308,206,1.152,32,"Mindanao, Philippines"
"1/5/2018","09:10:09 UTC",-1.26,120.66,10,2.8,"MLv",2.981,1.282,123,1.161,8,"Sulawesi, Indonesia"
"1/5/2018","09:41:33 UTC",-0.89,131.15,10,2.9,"MLv",2.302,0.111,174,0.169,6,"Irian Jaya Region, Indonesia"
"1/5/2018","11:23:42 UTC",-2.81,128.12,10,4.2,"MLv",7.244,0.571,72,0.708,17,"Ceram Sea"
"1/5/2018","13:21:14 UTC",-1.09,100.43,10,3.6,"MLv",2.38,1.435,198,1.039,5,"Southern Sumatra, Indonesia"
"1/5/2018","13:22:14 UTC",-0.02,122.93,165,4.1,"MLv",18.165,0.774,61,0.724,24,"Minahassa Peninsula, Sulawesi"
"1/5/2018","13:23:35 UTC",0,97.98,40,3.2,"MLv",2.013,0.305,243,0.157,6,"Southwest of Sumatra, Indonesia"
"1/5/2018","14:03:49 UTC",0.34,123.41,37,2.5,"MLv",1.473,0.62,208,0.09,7,"Minahassa Peninsula, Sulawesi"
"1/5/2018","15:54:10 UTC",35.47,139.84,39,5.2,"mb",76.345,8.585,217,0.693,43,"Near S. Coast of Honshu, Japan"
"1/5/2018","16:36:21 UTC",-5.44,147.05,187,4.3,"mb",25.372,3.385,73,1.129,21,"Eastern New Guinea Reg., P.N.G."
"1/5/2018","17:50:19 UTC",-8.8,111.07,10,3.5,"MLv",4.172,1.031,206,0.963,17,"Java, Indonesia"
"1/6/2018","06:54:46 UTC",0.74,127.43,10,2.9,"MLv",1.368,0.071,239,0.144,4,"Halmahera, Indonesia"
"1/6/2018","08:36:35 UTC",-8.95,110.41,30,3.9,"MLv",5.227,1.04,213,0.981,22,"Java, Indonesia"
"1/6/2018","10:16:44 UTC",0.58,122.1,86,2.1,"MLv",1.747,0.191,102,0.517,8,"Minahassa Peninsula, Sulawesi"
"1/6/2018","10:26:39 UTC",0.3,98.59,55,4.8,"Mw(mB)",54.653,0.473,68,1.218,57,"Northern Sumatra, Indonesia"
"1/6/2018","11:41:09 UTC",-8.43,107.57,11,3.9,"MLv",6.076,0.96,142,0.445,12,"Java, Indonesia"
"1/6/2018","12:31:57 UTC",0.34,122.77,141,2.5,"MLv",4.315,0.428,141,2.876,10,"Minahassa Peninsula, Sulawesi"
"1/6/2018","12:33:38 UTC",-7.44,129.34,191,4.7,"MLv",11.682,2.01,56,1.139,27,"Banda Sea"
"1/6/2018","13:45:14 UTC",40.64,144.41,10,4.9,"mb",58.341,39.285,307,0.39,9,"Off East Coast of Honshu, Japan"
"1/6/2018","13:52:54 UTC",3.97,126.72,10,5,"mb",26.684,0.064,157,1.575,53,"Talaud Islands, Indonesia"
"1/6/2018","14:05:39 UTC",1.16,126.43,10,3.2,"MLv",2.078,1.008,197,0.254,4,"Northern Molucca Sea"
"1/6/2018","14:07:38 UTC",0.82,127.41,10,3.6,"MLv",4.997,0.067,236,0.449,7,"Halmahera, Indonesia"
"1/6/2018","14:39:20 UTC",1.1,100.08,202,3.8,"MLv",5.16,0.716,121,0.362,15,"Northern Sumatra, Indonesia"
"1/6/2018","15:22:12 UTC",34.45,46.43,10,5,"mb",66.063,18.638,199,1.515,19,"Western Iran"
"1/6/2018","15:39:45 UTC",0.77,125.37,53,5,"MLv",18.752,0.687,68,1.055,50,"Northern Molucca Sea"
"1/6/2018","16:04:14 UTC",1.21,122,13,3.6,"MLv",5.138,0.428,202,0.867,14,"Minahassa Peninsula, Sulawesi"
"1/6/2018","16:27:47 UTC",-9.3,123.78,90,2.7,"MLv",2.25,0.659,104,0.517,10,"Timor Region"
"1/6/2018","16:55:12 UTC",-9.69,105.77,10,3.9,"MLv",5.021,0.757,155,0.593,12,"South of Java, Indonesia"
"1/6/2018","17:34:49 UTC",4.35,126.82,13,3.9,"MLv",6.205,0.367,257,0.57,8,"Talaud Islands, Indonesia"
"1/6/2018","17:38:38 UTC",4.02,126.66,16,3.6,"MLv",6.07,0.017,259,0.243,6,"Talaud Islands, Indonesia"
"1/6/2018","17:49:22 UTC",4.35,126.99,10,4.2,"MLv",6.431,0.462,288,0.569,9,"Talaud Islands, Indonesia"
"1/6/2018","17:54:44 UTC",4.03,126.86,10,4,"MLv",6.106,0.194,286,0.398,8,"Talaud Islands, Indonesia"
"1/6/2018","18:01:45 UTC",4.24,126.78,10,4.3,"MLv",8.946,0.255,252,0.539,19,"Talaud Islands, Indonesia"
"1/6/2018","18:35:11 UTC",4.17,126.72,47,5.1,"mb",61.371,0.166,132,1.166,91,"Talaud Islands, Indonesia"
"1/6/2018","19:28:49 UTC",-8.32,119.66,158,3.1,"MLv",3.052,1.348,200,0.196,10,"Flores Region, Indonesia"
"1/6/2018","19:50:54 UTC",-8.07,118.04,10,2.9,"MLv",3.671,0.503,191,1.328,7,"Sumbawa Region, Indonesia"
"1/6/2018","20:07:40 UTC",4.61,126.9,10,4.5,"MLv",16.599,0.639,169,1.169,21,"Talaud Islands, Indonesia"
"1/6/2018","21:17:39 UTC",-8.12,121.69,260,4.1,"MLv",7.466,0.624,120,0.801,18,"Flores Region, Indonesia"
"1/6/2018","23:34:59 UTC",-9.59,117.34,13,2.2,"MLv",1.448,0.875,290,0.189,6,"Sumbawa Region, Indonesia"
"1/6/2018","23:42:43 UTC",-0.91,131.15,10,1.7,"MLv",0.598,0.116,256,0.185,5,"Irian Jaya Region, Indonesia"
"1/6/2018","23:58:30 UTC",-23.88,-179.75,520,4.8,"mb",89.884,10.315,132,0.94,67,"South of Fiji Islands"
"1/7/2018","01:10:26 UTC",40.07,53.55,10,4.6,"mb",45.527,11.785,140,0.986,10,"Turkmenistan"
"1/7/2018","01:32:46 UTC",-9.9,118.83,12,2.6,"MLv",3.048,1.484,200,0.289,8,"Sumbawa Region, Indonesia"
"1/7/2018","02:24:03 UTC",55,165.73,18,5.5,"mb",91.357,36.299,119,0.894,69,"Komandorskiye Ostrova Region"
"1/7/2018","03:20:17 UTC",-4.27,134.24,32,4.8,"mb",27.009,0.804,78,1.39,44,"Irian Jaya Region, Indonesia"
"1/7/2018","06:46:59 UTC",-1.39,120.34,10,3.3,"MLv",3.912,1.255,118,0.965,15,"Sulawesi, Indonesia"
"1/7/2018","06:47:14 UTC",24.72,94.84,30,5.6,"Mwp",95.08,6.793,59,1.138,139,"Myanmar-India Border Region"
"1/7/2018","06:51:03 UTC",6.77,126.97,10,4.8,"MLv",17.889,1.416,254,1.278,16,"Mindanao, Philippines"
"1/7/2018","08:18:45 UTC",-4.61,129.49,208,3.6,"MLv",4.376,0.419,221,1.058,14,"Banda Sea"
"1/7/2018","08:32:49 UTC",4.11,126.69,14,4.1,"MLv",7.306,0.099,247,1.079,11,"Talaud Islands, Indonesia"
"1/7/2018","08:59:08 UTC",-5.71,129.31,354,4.3,"MLv",12.819,3,92,0.918,9,"Banda Sea"
"1/7/2018","10:45:49 UTC",2.46,96.07,54,3,"MLv",2.561,0.258,233,0.315,8,"Northern Sumatra, Indonesia"
"1/7/2018","10:54:10 UTC",6.8,127.36,10,4.4,"mb",11.306,1.792,234,0.512,18,"Philippine Islands Region"
"1/7/2018","11:05:42 UTC",0.93,121.83,30,1.8,"MLv",1.062,0.467,165,0.408,7,"Minahassa Peninsula, Sulawesi"
"1/7/2018","11:15:47 UTC",4.25,126.71,11,4.4,"MLv",6.823,0.24,160,0.873,20,"Talaud Islands, Indonesia"
"1/7/2018","11:21:47 UTC",0.13,122.35,98,2.2,"MLv",1.846,0.535,142,0.44,12,"Minahassa Peninsula, Sulawesi"
"1/7/2018","13:56:08 UTC",-8.61,118.31,123,3.4,"MLv",4.119,0.105,122,0.732,17,"Sumbawa Region, Indonesia"
"1/7/2018","14:32:24 UTC",-0.99,131.19,17,2.3,"MLv",2.211,0.146,129,0.23,10,"Irian Jaya Region, Indonesia"
