"tanggal","waktu","lat","lon","kdlm.KM","mag.SR","typemag","smaj","smin","az","rms","cphase","region"
"2/28/2018","01:01:19 UTC",-7.16,106.09,18,2.9,"MLv",2.825,0.491,257,0.63,11,"Java, Indonesia"
"2/28/2018","01:08:20 UTC",-3.27,103.01,156,3.3,"MLv",4.371,0.749,201,0.693,9,"Southern Sumatra, Indonesia"
"2/28/2018","02:45:44 UTC",-6.2,142.46,10,6.4,"Mw(mB)",72.02,3.073,65,1.454,165,"New Guinea, Papua New Guinea"
"2/28/2018","03:20:24 UTC",-3.07,127.99,12,3.1,"MLv",2.466,0.47,133,0.312,8,"Seram, Indonesia"
"2/28/2018","03:30:39 UTC",-6.21,142.49,10,4.9,"mb",78.728,3.08,83,2.406,31,"New Guinea, Papua New Guinea"
"2/28/2018","04:14:31 UTC",-6.11,142.44,10,4.8,"mb",62.114,3.129,152,1.721,25,"New Guinea, Papua New Guinea"
"2/28/2018","04:53:18 UTC",-6.02,128.81,322,4.5,"MLv",16.193,1.845,72,1,21,"Banda Sea"
"2/28/2018","04:56:48 UTC",-6.85,107.69,37,1.9,"MLv",1.198,0.076,212,0.212,7,"Java, Indonesia"
"2/28/2018","05:09:50 UTC",-6.36,142.45,10,4.7,"mb",45.68,2.946,155,1.578,18,"New Guinea, Papua New Guinea"
"2/28/2018","05:22:13 UTC",-6.26,142.48,10,5,"mb",78.763,3.035,76,1.686,44,"New Guinea, Papua New Guinea"
"2/28/2018","05:59:54 UTC",-3.13,130.75,12,3.1,"MLv",2.702,0.252,129,0.132,6,"Seram, Indonesia"
"2/28/2018","06:15:14 UTC",-6.95,129.71,155,4.9,"mb",87.465,1.877,51,1.566,56,"Banda Sea"
"2/28/2018","06:48:53 UTC",-7.33,106.19,16,2.8,"MLv",9.041,0.485,294,0.575,9,"Java, Indonesia"
"2/28/2018","06:48:54 UTC",2.57,127.12,10,4.5,"MLv",7.555,1.798,184,0.672,17,"Northern Molucca Sea"
"2/28/2018","07:27:37 UTC",1.87,127.09,11,4.4,"MLv",6.347,2.239,211,1.201,14,"Halmahera, Indonesia"
"2/28/2018","08:01:02 UTC",1.91,122.3,10,4.3,"MLv",4.633,0.914,221,1.042,12,"Minahassa Peninsula, Sulawesi"
"2/28/2018","08:13:42 UTC",-7.47,107.21,111,2.6,"MLv",3.364,0.18,126,1.429,9,"Java, Indonesia"
"2/28/2018","09:10:30 UTC",-10.38,119.63,48,3.4,"MLv",5.046,0.948,220,0.555,9,"Sumba Region, Indonesia"
"2/28/2018","10:03:02 UTC",-6.07,141.89,10,4.6,"mb",17.829,2.834,190,1.177,15,"New Guinea, Papua New Guinea"
"2/28/2018","11:35:16 UTC",-6.14,142.48,13,4.9,"mb",78.673,3.126,76,1.681,42,"New Guinea, Papua New Guinea"
"2/28/2018","11:48:41 UTC",0.26,122.43,132,2.1,"MLv",1.855,0.537,129,0.502,10,"Minahassa Peninsula, Sulawesi"
"2/28/2018","12:00:05 UTC",-5.64,142.2,10,4.4,"mb",20.92,3.369,115,1.716,18,"New Guinea, Papua New Guinea"
"2/28/2018","12:46:43 UTC",-2.72,126.73,10,3.8,"MLv",7.477,0.634,148,0.759,15,"Ceram Sea"
"2/28/2018","12:52:45 UTC",-6.23,142.3,62,4.6,"mb",20.586,2.945,201,1.859,18,"New Guinea, Papua New Guinea"
"2/28/2018","12:56:20 UTC",-7.13,132.04,98,4.7,"mb",9.823,1.119,186,1.029,19,"Tanimbar Islands Reg., Indonesia"
"2/28/2018","13:08:49 UTC",-6.18,143.46,258,3.8,"mb",13.839,3.811,138,0.792,8,"New Guinea, Papua New Guinea"
"2/28/2018","13:14:26 UTC",1.12,121.76,10,2.9,"MLv",2.373,0.62,192,0.677,12,"Minahassa Peninsula, Sulawesi"
"2/28/2018","14:00:58 UTC",-5.96,142.38,10,4.8,"mb",78.463,3.206,78,1.27,41,"New Guinea, Papua New Guinea"
"2/28/2018","14:33:18 UTC",-9.33,114.09,10,3.4,"MLv",3.8,0.851,209,0.939,16,"South of Bali, Indonesia"
"2/28/2018","14:45:24 UTC",-6.04,142.59,16,4.9,"mb",78.649,3.273,86,1.49,42,"New Guinea, Papua New Guinea"
"2/28/2018","14:51:00 UTC",0.71,122.52,10,2.1,"MLv",1.783,0.315,166,0.815,7,"Minahassa Peninsula, Sulawesi"
"2/28/2018","14:53:04 UTC",-5.39,102.56,56,2.6,"MLv",1.933,0.284,184,0.384,6,"Southern Sumatra, Indonesia"
"2/28/2018","14:54:17 UTC",1.42,122.57,10,4,"MLv",5.478,0.471,220,0.558,10,"Minahassa Peninsula, Sulawesi"
"2/28/2018","14:54:19 UTC",1.32,122.49,12,3.9,"MLv",2.765,0.347,187,1.104,16,"Minahassa Peninsula, Sulawesi"
"2/28/2018","15:01:53 UTC",-2.7,126.75,20,3.6,"MLv",5.756,0.636,145,1.491,20,"Ceram Sea"
"2/28/2018","15:05:03 UTC",-7.58,120.19,366,3.3,"MLv",4.865,1.89,108,0.669,13,"Flores Sea"
"2/28/2018","15:53:13 UTC",-1.5,120.18,10,4.6,"MLv",62.904,1.242,50,1.247,30,"Sulawesi, Indonesia"
"2/28/2018","16:08:41 UTC",-1.46,119.98,10,3.2,"MLv",3.639,1.393,136,1.008,11,"Sulawesi, Indonesia"
"2/28/2018","16:17:17 UTC",-1.46,120.04,10,4,"MLv",4.424,1.354,146,0.973,16,"Sulawesi, Indonesia"
"2/28/2018","16:21:53 UTC",-22.52,171.8,41,5.2,"mb",53.497,7.372,250,0.907,44,"Southeast of Loyalty Islands"
"2/28/2018","16:31:19 UTC",-3.47,132.62,34,3.6,"MLv",6.776,0.652,152,0.391,13,"Irian Jaya Region, Indonesia"
"2/28/2018","16:50:10 UTC",-1.44,119.96,31,3,"MLv",3.637,1.603,138,0.963,11,"Sulawesi, Indonesia"
"2/28/2018","17:15:53 UTC",-4.8,131.2,10,4.8,"MLv",10.227,1.325,149,1.21,22,"Banda Sea"
"2/28/2018","17:54:04 UTC",-11.26,117.73,77,3.7,"MLv",6.846,2.418,228,0.982,16,"South of Sumbawa, Indonesia"
"2/28/2018","18:03:46 UTC",-6.46,142.66,10,4.4,"mb",79.035,3.027,81,1.415,21,"New Guinea, Papua New Guinea"
"2/28/2018","18:44:40 UTC",-6.17,129.79,169,4.9,"mb",18.503,3.122,53,0.869,25,"Banda Sea"
"2/28/2018","19:00:22 UTC",-6.22,142.39,10,4.6,"mb",21.759,3.012,96,1.274,15,"New Guinea, Papua New Guinea"
"2/28/2018","19:15:26 UTC",-7.4,106.5,61,2.5,"MLv",3.175,0.395,173,0.623,11,"Java, Indonesia"
"2/28/2018","19:44:20 UTC",1.47,120.97,19,3.2,"MLv",2.028,0.402,245,0.217,8,"Minahassa Peninsula, Sulawesi"
"2/28/2018","19:51:54 UTC",-5.1,129.9,211,4.3,"mb",38.666,0.578,107,0.934,23,"Banda Sea"
"2/28/2018","20:52:06 UTC",-9.77,117.93,19,2.9,"MLv",3.951,0.954,189,0.629,12,"Sumbawa Region, Indonesia"
"2/28/2018","21:07:11 UTC",0,122.96,10,2.6,"MLv",3.646,1.05,105,0.708,6,"Minahassa Peninsula, Sulawesi"
"2/28/2018","21:48:02 UTC",-7.16,107.46,10,2.3,"MLv",1.473,0.353,105,1.022,9,"Java, Indonesia"
"2/28/2018","22:22:29 UTC",-8.23,115.47,10,2.4,"MLv",2.358,0.293,164,0.699,10,"Bali Region, Indonesia"
"2/28/2018","22:28:40 UTC",-6.23,143.39,154,4.4,"mb",21.663,3.73,202,1.733,15,"New Guinea, Papua New Guinea"
"2/28/2018","22:33:14 UTC",-0.41,119.63,18,3.9,"MLv",4.905,0.79,124,0.906,18,"Minahassa Peninsula, Sulawesi"
"2/28/2018","22:44:17 UTC",-8.23,115.53,10,2.6,"MLv",2.303,0.343,171,0.883,12,"Bali Region, Indonesia"
"2/28/2018","22:57:52 UTC",-8.11,119.28,20,2.8,"MLv",2.893,1.036,122,0.98,12,"Flores Region, Indonesia"
"2/28/2018","22:58:31 UTC",-4.19,102.54,52,2.8,"MLv",2.355,0.447,135,1.005,11,"Southern Sumatra, Indonesia"
"2/28/2018","23:16:20 UTC",-0.29,124.45,79,3.2,"MLv",3.926,0.98,122,0.899,13,"Southern Molucca Sea"
"2/28/2018","23:33:15 UTC",-8.78,122,22,2.8,"MLv",4.176,0.276,128,0.319,10,"Flores Region, Indonesia"
"2/1/2018","05:52:49 UTC",-1.03,121.2,10,2.8,"MLv",3.354,1.525,102,0.312,6,"Sulawesi, Indonesia"
"2/1/2018","06:20:40 UTC",-4.64,125.43,488,4.3,"mb",29.732,2.17,41,0.95,45,"Banda Sea"
"2/1/2018","06:20:40 UTC",-4.61,125.38,486,4.4,"mb",37.607,2.19,31,0.788,49,"Banda Sea"
"2/1/2018","08:05:41 UTC",0.19,97.59,15,3.2,"MLv",2.198,0.445,224,0.993,8,"Northern Sumatra, Indonesia"
"2/1/2018","09:38:55 UTC",-0.31,125.35,10,4.4,"MLv",8.752,1.63,106,1.143,16,"Southern Molucca Sea"
"2/1/2018","11:05:52 UTC",-16.68,-177.7,10,5.4,"mb",81.918,7.777,137,1.151,61,"Fiji Islands Region"
"2/1/2018","14:38:40 UTC",-5.83,145.72,10,4.7,"mb",51.539,3.834,135,1.882,29,"Eastern New Guinea Reg., P.N.G."
"2/1/2018","17:01:02 UTC",-1.29,120.49,10,3.8,"MLv",6.725,1.293,124,1.801,16,"Sulawesi, Indonesia"
"2/1/2018","17:06:05 UTC",-3.22,130.52,10,3.4,"MLv",4.672,0.11,107,0.476,10,"Seram, Indonesia"
"2/1/2018","18:47:07 UTC",-7.8,106.46,14,4,"MLv",9.762,0.8,104,0.95,28,"Java, Indonesia"
"2/1/2018","19:06:24 UTC",3.39,126.01,51,3.7,"MLv",6.822,0.566,187,0.584,13,"Talaud Islands, Indonesia"
"2/1/2018","20:20:26 UTC",-0.19,124.61,10,3.4,"MLv",6.553,0.991,96,1.285,14,"Southern Molucca Sea"
"2/1/2018","22:02:40 UTC",-8.29,116.73,13,4.4,"MLv",20.679,1.163,77,1.024,31,"Sumbawa Region, Indonesia"
"2/1/2018","22:28:07 UTC",-6.53,128.63,319,4.6,"mb",16.094,2.36,58,0.776,37,"Banda Sea"
"2/2/2018","00:20:42 UTC",-0.16,125.2,58,5.6,"Mw",98.66,1.421,61,1.301,157,"Southern Molucca Sea"
"2/2/2018","00:47:54 UTC",-0.24,125.21,26,3.6,"MLv",4.896,1.476,111,0.714,11,"Southern Molucca Sea"
"2/2/2018","03:55:35 UTC",0.86,126.36,10,3.9,"MLv",2.395,1.011,168,0.919,8,"Northern Molucca Sea"
"2/2/2018","05:43:33 UTC",-5.25,133.96,27,5.4,"mb",73.147,2.864,99,1.643,60,"Aru Islands Region, Indonesia"
"2/2/2018","05:59:13 UTC",-7.95,115.84,21,4.7,"MLv",9.169,0.64,106,0.991,25,"Bali Sea"
"2/2/2018","06:22:32 UTC",-8.99,123.38,97,3.7,"MLv",5.544,0.808,94,0.729,12,"Flores Region, Indonesia"
"2/2/2018","06:23:59 UTC",53.72,-35.04,10,4.9,"mb",152.885,37.799,139,2.186,24,"Reykjanes Ridge"
"2/2/2018","07:42:56 UTC",-6.27,130.44,184,4.9,"MLv",9.494,1.816,125,0.523,17,"Banda Sea"
"2/2/2018","08:14:27 UTC",0.08,124.4,28,3.3,"MLv",4.255,0.651,118,1.758,9,"Minahassa Peninsula, Sulawesi"
"2/2/2018","11:37:56 UTC",-65.76,-175.57,10,5,"mb",88.069,13.613,203,1.67,29,"Pacific Antarctic Ridge"
"2/2/2018","12:58:05 UTC",-0.84,131.06,10,1.4,"MLv",0.488,0.203,233,0.129,6,"Irian Jaya Region, Indonesia"
"2/2/2018","13:00:08 UTC",-9.62,117.38,19,3.7,"MLv",5.059,0.876,210,0.592,13,"Sumbawa Region, Indonesia"
"2/2/2018","13:59:21 UTC",0.99,126.12,12,3.6,"MLv",3.91,1.238,112,0.476,10,"Northern Molucca Sea"
"2/2/2018","14:33:02 UTC",-2.28,125.92,10,3.1,"MLv",3.382,0.239,162,1.176,6,"Ceram Sea"
"2/2/2018","14:43:02 UTC",-8.09,106.03,10,3.3,"MLv",4.61,1.194,117,1.378,14,"South of Java, Indonesia"
"2/2/2018","15:11:41 UTC",-7.63,128.44,171,4.3,"MLv",11.492,2.857,79,0.721,17,"Banda Sea"
"2/2/2018","15:24:58 UTC",-2.66,127.2,24,3.1,"MLv",4.433,0.582,124,0.41,8,"Ceram Sea"
"2/2/2018","15:26:16 UTC",-8.36,115.97,10,2.6,"MLv",2.504,0.801,174,0.568,7,"Bali Region, Indonesia"
"2/2/2018","15:41:52 UTC",1.04,118.86,13,3,"MLv",3.505,1.25,225,0.403,6,"Borneo"
"2/2/2018","16:57:56 UTC",-0.43,122.97,13,2.7,"MLv",3.423,0.643,141,0.938,9,"Minahassa Peninsula, Sulawesi"
"2/2/2018","17:07:19 UTC",-1.22,126.97,10,3.6,"MLv",5.303,0.788,76,1.02,12,"Southern Molucca Sea"
"2/2/2018","17:42:58 UTC",5.32,96.18,10,3.6,"MLv",4.994,0.77,250,0.81,10,"Northern Sumatra, Indonesia"
"2/2/2018","18:02:24 UTC",-1.58,130.73,10,2.7,"MLv",6.472,0.889,165,0.501,7,"Irian Jaya Region, Indonesia"
"2/2/2018","18:38:22 UTC",-10.26,117.51,10,3.6,"MLv",5.547,1.449,206,0.903,13,"South of Sumbawa, Indonesia"
"2/2/2018","19:11:02 UTC",-9.35,114.01,13,3.2,"MLv",3.751,0.881,210,0.751,13,"South of Bali, Indonesia"
"2/2/2018","19:31:17 UTC",-0.65,131.16,17,2.5,"MLv",4.806,0.236,209,0.356,9,"Irian Jaya Region, Indonesia"
"2/2/2018","19:51:54 UTC",-1.31,120.54,10,3.9,"MLv",8.836,1.255,56,1.222,19,"Sulawesi, Indonesia"
"2/2/2018","20:34:00 UTC",-22.31,-179.64,583,4.9,"mb",143.617,9.641,112,1.572,31,"South of Fiji Islands"
"2/2/2018","21:16:09 UTC",-8.23,158.59,142,5.2,"mb",91.192,7.541,122,1.242,51,"Solomon Islands"
"2/2/2018","22:25:54 UTC",-7.6,128.71,126,4.6,"mb",72.367,2.595,30,1.613,65,"Banda Sea"
"2/2/2018","23:30:04 UTC",-41.75,85.05,34,4.9,"mb",92.254,37.555,77,1.082,30,"Southeast Indian Ridge"
"2/3/2018","00:40:38 UTC",-2.71,127.82,10,3.2,"MLv",3.902,0.839,133,0.695,6,"Ceram Sea"
"2/3/2018","00:58:55 UTC",-11.34,117.59,22,3.6,"MLv",4.789,2.507,231,1.399,7,"South of Sumbawa, Indonesia"
"2/3/2018","01:12:13 UTC",-7.07,106.46,35,3.1,"MLv",3.485,0.116,115,1.331,14,"Java, Indonesia"
"2/3/2018","03:20:11 UTC",0.33,120.65,16,2.2,"MLv",1.833,0.753,201,0.264,6,"Minahassa Peninsula, Sulawesi"
"2/3/2018","03:21:47 UTC",-7.59,121.21,424,3.7,"MLv",11.074,1.25,131,0.682,10,"Flores Sea"
"2/3/2018","04:25:58 UTC",-3.14,99.33,33,3.8,"MLv",3.238,0.775,271,0.169,6,"Southwest of Sumatra, Indonesia"
"2/3/2018","04:29:28 UTC",-6.92,129.63,166,4.7,"mb",19.725,1.957,67,1.138,32,"Banda Sea"
"2/3/2018","04:44:41 UTC",-6.17,119.67,10,4.6,"MLv",13.099,0.955,82,1.141,27,"Flores Sea"
"2/3/2018","06:14:16 UTC",-2.71,128.92,18,3.5,"MLv",3.345,0.803,74,0.882,10,"Ceram Sea"
"2/3/2018","09:09:25 UTC",-9.31,112.86,29,3.3,"MLv",2.697,1.184,244,0.263,12,"South of Java, Indonesia"
"2/3/2018","09:36:38 UTC",-0.51,124.49,10,3.8,"MLv",5.3,1.193,105,0.731,14,"Southern Molucca Sea"
"2/3/2018","10:20:05 UTC",1.22,126.13,12,3.6,"MLv",6.439,1.212,124,0.431,9,"Northern Molucca Sea"
"2/3/2018","13:37:01 UTC",-7.69,127.78,146,4.9,"mb",71.978,3.188,57,1.425,54,"Banda Sea"
"2/3/2018","14:20:53 UTC",-6.37,130.49,248,4.5,"MLv",9.04,1.787,106,0.626,12,"Banda Sea"
"2/3/2018","14:54:06 UTC",2.13,96.38,12,3.7,"MLv",5.289,0.282,210,0.638,13,"Northern Sumatra, Indonesia"
"2/3/2018","15:29:11 UTC",20.68,99.61,18,4.7,"mb",64.732,0.841,104,1.259,13,"Myanmar"
"2/3/2018","16:48:40 UTC",-0.05,99.26,10,2.7,"MLv",2.798,0.981,119,0.509,11,"Southern Sumatra, Indonesia"
"2/3/2018","17:55:37 UTC",0.58,121.75,76,1.9,"MLv",1.866,0.215,145,0.378,7,"Minahassa Peninsula, Sulawesi"
"2/3/2018","18:01:49 UTC",-0.8,131.04,10,2.1,"MLv",2.359,0.233,137,0.612,7,"Irian Jaya Region, Indonesia"
"2/3/2018","18:12:11 UTC",1.02,126.34,21,3.1,"MLv",3.973,1.058,183,0.371,8,"Northern Molucca Sea"
"2/3/2018","18:28:42 UTC",8.34,126.92,22,5,"mb",13.34,4.822,256,0.523,16,"Mindanao, Philippines"
"2/3/2018","19:30:57 UTC",24.21,121.74,10,4.8,"mb",46.608,0.787,125,1.18,15,"Taiwan"
"2/3/2018","20:34:08 UTC",-9.26,124.8,11,3.1,"MLv",3.115,0.182,207,0.633,9,"Timor Region"
"2/3/2018","20:36:36 UTC",-7.19,106.19,39,2.8,"MLv",2.722,0.407,296,0.558,13,"Java, Indonesia"
"2/3/2018","20:49:18 UTC",-7.26,105.95,10,4.5,"MLv",3.214,0.655,135,1.126,21,"Java, Indonesia"
"2/3/2018","22:50:44 UTC",1.23,98.97,88,4,"MLv",47.662,0.488,44,1.201,30,"Northern Sumatra, Indonesia"
"2/3/2018","23:00:22 UTC",1.08,97.55,19,2.6,"MLv",1.795,0.221,165,0.605,7,"Northern Sumatra, Indonesia"
"2/3/2018","23:23:53 UTC",-1.27,99.68,40,4.8,"mb",54.819,0.597,97,1.015,48,"Southern Sumatra, Indonesia"
"2/3/2018","23:45:14 UTC",-0.75,131.26,10,1.7,"MLv",0.553,0.108,227,0.494,6,"Irian Jaya Region, Indonesia"
"2/4/2018","00:46:59 UTC",-0.24,122.54,10,2.5,"MLv",2.209,0.829,171,0.166,6,"Minahassa Peninsula, Sulawesi"
"2/4/2018","01:32:23 UTC",-4.61,144.73,110,4.6,"mb",36.895,3.666,112,0.85,33,"Near N. Coast of New Guinea,"
"2/4/2018","04:08:35 UTC",-1.77,130.49,10,3,"MLv",4.509,1.184,139,0.407,6,"Irian Jaya Region, Indonesia"
"2/4/2018","04:29:42 UTC",-7.87,107.36,21,2.4,"MLv",1.647,0.494,252,0.627,6,"Java, Indonesia"
"2/4/2018","04:29:53 UTC",-8.47,117.31,105,2.1,"MLv",0.989,0.505,215,0.203,5,"Sumbawa Region, Indonesia"
"2/4/2018","05:00:17 UTC",-7.71,127.69,137,4.3,"mb",9.879,3.106,141,0.764,11,"Banda Sea"
"2/4/2018","05:16:45 UTC",1.86,122.35,109,2.9,"MLv",2.909,0.862,243,0.303,5,"Minahassa Peninsula, Sulawesi"
"2/4/2018","05:21:13 UTC",-6.29,103.59,22,3.7,"MLv",5.045,1.182,198,0.713,7,"Southwest of Sumatra, Indonesia"
"2/4/2018","06:34:21 UTC",-7.81,120.49,54,3.1,"MLv",2.868,1.51,124,0.462,7,"Flores Sea"
"2/4/2018","06:36:04 UTC",-4.19,133.65,10,4.2,"MLv",8.951,0.527,111,0.779,8,"Irian Jaya Region, Indonesia"
"2/4/2018","07:37:26 UTC",-2.01,126.77,10,3.8,"MLv",6.739,0.779,100,0.589,10,"Ceram Sea"
"2/4/2018","08:46:44 UTC",-8.3,123.1,233,3.5,"MLv",6.169,1.467,207,0.361,8,"Flores Region, Indonesia"
"2/4/2018","10:16:11 UTC",-8.87,112.58,69,3.2,"MLv",4.254,0.727,204,0.371,9,"Java, Indonesia"
"2/4/2018","10:44:41 UTC",0.82,122.74,14,3.4,"MLv",4.628,0.408,157,0.233,10,"Minahassa Peninsula, Sulawesi"
"2/4/2018","11:43:07 UTC",-7.99,108.61,87,3,"MLv",3.831,0.263,142,0.585,9,"Java, Indonesia"
"2/4/2018","12:39:22 UTC",-0.95,130.62,14,2.9,"MLv",2.56,0.571,241,0.175,6,"Irian Jaya Region, Indonesia"
"2/4/2018","13:12:55 UTC",24.18,121.63,10,5,"mb",27.765,0.803,82,2.606,22,"Taiwan"
"2/4/2018","13:23:23 UTC",83.22,-5.63,144,4.8,"mb",85.105,36.759,142,1.326,10,"North of Svalbard"
"2/4/2018","13:24:33 UTC",83.18,-7.63,10,5.4,"mb",85.22,39.524,278,0.892,10,"North of Svalbard"
"2/4/2018","13:33:45 UTC",1.5,98.93,93,3.3,"MLv",2.751,0.514,102,0.617,14,"Northern Sumatra, Indonesia"
"2/4/2018","13:52:27 UTC",-3.95,102.44,10,3.2,"MLv",2.575,0.255,132,1.011,7,"Southern Sumatra, Indonesia"
"2/4/2018","13:55:18 UTC",-0.74,131.18,10,2.1,"MLv",0.488,0.142,192,0.306,6,"Irian Jaya Region, Indonesia"
"2/4/2018","13:56:44 UTC",24.25,121.8,10,5.6,"mb",37.982,0.767,86,2.504,78,"Taiwan"
"2/4/2018","14:13:17 UTC",24,122.01,50,5.3,"mb",28.559,1.029,88,2.138,33,"Taiwan Region"
"2/4/2018","14:39:29 UTC",-7.16,107.33,105,2.5,"MLv",1.599,0.247,99,0.46,12,"Java, Indonesia"
"2/4/2018","15:00:19 UTC",-0.4,123.01,60,3,"MLv",4.136,0.685,82,0.296,15,"Minahassa Peninsula, Sulawesi"
"2/4/2018","15:06:58 UTC",-10.77,112.19,10,3.9,"MLv",6.436,2.613,201,0.464,18,"South of Java, Indonesia"
"2/4/2018","15:19:14 UTC",-8.89,118.86,27,2.6,"MLv",3.345,0.666,142,0.526,11,"Sumbawa Region, Indonesia"
"2/4/2018","15:30:31 UTC",-8.66,109.94,13,3.1,"MLv",4.169,0.936,208,0.623,19,"Java, Indonesia"
"2/4/2018","15:33:46 UTC",24,121.82,27,5,"mb",38.876,1.016,108,1.424,13,"Taiwan"
"2/4/2018","15:37:30 UTC",-0.6,122.49,12,3.5,"MLv",5.299,0.523,59,0.612,19,"Minahassa Peninsula, Sulawesi"
"2/4/2018","15:53:53 UTC",-8.45,108.43,19,3.3,"MLv",3.402,0.666,151,0.569,20,"Java, Indonesia"
"2/4/2018","15:58:00 UTC",1.85,121.96,10,2.5,"MLv",2.989,0.951,244,0.386,9,"Minahassa Peninsula, Sulawesi"
"2/4/2018","16:14:56 UTC",-0.77,99.47,10,3.4,"MLv",4.586,0.677,86,0.641,21,"Southern Sumatra, Indonesia"
"2/4/2018","16:18:41 UTC",24.19,121.68,12,4,"MLv",3.349,0.795,124,0.418,10,"Taiwan"
"2/4/2018","17:09:46 UTC",-7.8,118.81,22,3.4,"MLv",4.834,0.849,96,0.474,26,"Flores Sea"
"2/4/2018","17:11:40 UTC",0.74,97.74,10,2.7,"MLv",2.274,0.18,165,0.355,11,"Northern Sumatra, Indonesia"
"2/4/2018","17:23:44 UTC",1.6,127.27,111,3.5,"MLv",4.692,0.83,159,0.496,15,"Halmahera, Indonesia"
"2/4/2018","18:03:02 UTC",0.84,121.59,36,1.9,"MLv",2.21,0.503,150,0.615,9,"Minahassa Peninsula, Sulawesi"
"2/4/2018","18:26:08 UTC",1.01,120.47,10,2.4,"MLv",4.077,0.328,211,0.459,9,"Minahassa Peninsula, Sulawesi"
"2/4/2018","19:08:53 UTC",-1.05,100.17,61,2.7,"MLv",2.134,0.322,127,0.36,11,"Southern Sumatra, Indonesia"
"2/4/2018","19:25:46 UTC",2.15,97.88,52,3.4,"MLv",4.165,0.897,80,0.463,23,"Northern Sumatra, Indonesia"
"2/4/2018","19:28:51 UTC",-9.14,122.11,86,3,"MLv",5.184,0.512,85,0.444,10,"Savu Sea"
"2/4/2018","19:55:05 UTC",-9.09,122.49,136,5.1,"Mw",92.382,0.514,30,1.521,147,"Savu Sea"
"2/4/2018","20:25:34 UTC",0.68,124.26,25,2.9,"MLv",3.5,0.296,128,0.439,8,"Minahassa Peninsula, Sulawesi"
"2/4/2018","21:39:54 UTC",-2.27,126.83,25,3,"MLv",4.394,0.871,120,0.92,9,"Ceram Sea"
"2/5/2018","00:12:13 UTC",-6.06,122.75,10,3.8,"MLv",4.654,0.599,156,0.494,18,"Flores Sea"
"2/5/2018","01:31:42 UTC",-4.25,102.41,37,4.3,"MLv",3.842,0.501,114,0.405,19,"Southern Sumatra, Indonesia"
"2/5/2018","01:56:45 UTC",-2.17,101.76,157,3.7,"MLv",4.786,0.303,208,0.769,11,"Southern Sumatra, Indonesia"
"2/5/2018","03:59:56 UTC",-3.98,130.08,27,3.8,"MLv",4.201,0.57,113,0.675,13,"Seram, Indonesia"
"2/5/2018","04:06:15 UTC",-32.35,149.88,10,3.4,"MLv",18.661,1.344,92,1.479,14,"New South Wales, Australia"
"2/5/2018","04:24:48 UTC",-5.19,129.98,224,4.4,"MLv",13.507,0.672,87,1.527,28,"Banda Sea"
"2/5/2018","04:36:52 UTC",24.11,121.7,10,4,"MLv",3.043,0.878,131,0.21,4,"Taiwan"
"2/5/2018","05:15:32 UTC",-8.1,123.99,176,3.1,"MLv",8.855,0.592,191,0.441,11,"Flores Region, Indonesia"
"2/5/2018","06:52:19 UTC",-7.29,106.88,10,2.6,"MLv",2.035,0.248,204,0.508,9,"Java, Indonesia"
"2/5/2018","06:56:17 UTC",-7.12,106.15,30,3,"MLv",2.766,0.417,253,0.8,12,"Java, Indonesia"
"2/5/2018","07:17:19 UTC",1.1,99.01,110,3.5,"MLv",4.083,0.511,89,1.193,21,"Northern Sumatra, Indonesia"
"2/5/2018","07:35:33 UTC",-8.43,119.58,153,3.1,"MLv",4.814,1.255,192,0.368,10,"Flores Region, Indonesia"
"2/5/2018","07:45:29 UTC",-9.03,124.01,110,3.1,"MLv",8.074,0.764,111,0.748,10,"Timor Region"
"2/5/2018","08:06:13 UTC",-4.91,103.04,51,3.8,"MLv",3.698,0.879,130,0.629,11,"Southern Sumatra, Indonesia"
"2/5/2018","09:06:44 UTC",24.17,121.75,10,4.7,"mb",47.737,0.832,91,1.085,17,"Taiwan"
"2/5/2018","09:21:08 UTC",-5.81,103.77,10,3.2,"MLv",1.556,0.779,219,0.581,6,"Southern Sumatra, Indonesia"
"2/5/2018","09:36:29 UTC",-5.26,106.07,280,4.2,"MLv",7.074,1.591,174,0.975,14,"Java, Indonesia"
"2/5/2018","09:44:54 UTC",24.06,121.79,13,4.2,"MLv",3.282,0.949,132,0.951,6,"Taiwan"
"2/5/2018","09:45:32 UTC",-41.85,174.21,10,3.8,"MLv",4.112,0.658,184,1.094,6,"Cook Strait, New Zealand"
"2/5/2018","13:25:17 UTC",1.29,121.37,13,2.6,"MLv",1.75,0.614,214,0.339,5,"Minahassa Peninsula, Sulawesi"
"2/5/2018","14:10:12 UTC",3.4,96.08,10,3.9,"MLv",5.873,0.922,215,0.632,12,"Northern Sumatra, Indonesia"
"2/5/2018","14:23:11 UTC",0.95,121.39,10,2.4,"MLv",1.614,0.634,163,0.267,5,"Minahassa Peninsula, Sulawesi"
"2/5/2018","14:32:13 UTC",-6.12,119.76,10,3.1,"MLv",3.864,0.869,120,0.502,9,"Flores Sea"
"2/5/2018","15:20:51 UTC",-7.22,107.72,12,2.7,"MLv",3.834,0.255,67,0.647,9,"Java, Indonesia"
"2/5/2018","15:58:42 UTC",24.06,121.76,10,4.8,"mb",93.03,0.935,64,1.196,37,"Taiwan"
